0,"48;10;15;47;13;0;16;49;14;0;0;0;17;1;20;13;2;0;1;5;0;0;2;9;7;1;1;5;15;3;9;4;8;0;0;0;2;0;0;1;4;0;0;0;4;0;0;0;2;0;0;2;0;0;0;2;44;9;1;10;49;10;13;20;36;12;7;57;4;0;4;23;1;0;0;0;3;1;2;9;0;3;0;11;0;0;0;5;0;2;0;1;2;0;2;12;30;8;1;14;5;1;1;14;4;0;0;0;1;3;1;2;20;9;1;13;3;0;1;12;46;19;2;13;29;14;10;42;48;11;16;38;15;0;19;45;14;1;1;0;16;3;22;10;1;0;0;7;0;0;1;10;6;4;0;5;17;1;9;6;7;0;0;2;0;0;1;0;3;0;0;0;7;0;0;0;4;0;0;2;0;0;1;3;38;9;2;7;41;10;11;18;35;16;6;56;3;0;2;22;1;0;0;0;4;1;3;8;0;5;1;8;0;0;0;4;1;1;0;2;3;0;1;17;31;9;2;20;6;1;2;11;5;1;0;0;3;1;1;2;22;8;0;9;3;0;3;12;46;26;1;15;28;10;9;45;51;8;14;38;14;0;19;43;16;1;1;1;13;2;21;12;1;0;0;8;0;0;0;8;8;3;0;5;15;2;11;6;8;0;0;2;0;0;1;1;3;0;0;0;5;0;0;1;3;0;1;1;0;0;1;3;38;10;1;8;47;8;9;16;36;15;7;55;4;0;2;22;1;0;0;0;3;1;3;8;0;6;0;8;0;0;0;3;0;1;0;2;3;0;2;15;32;8;3;21;6;1;2;9;4;1;0;0;2;1;0;3;25;8;0;13;1;0;4;12;47;25;1;18;27;12;7;46"
1,"71;19;9;35;7;6;18;60;15;4;1;3;13;3;18;40;9;2;2;3;1;0;0;2;15;1;0;1;15;1;9;23;5;3;2;2;1;0;1;3;2;2;0;0;2;0;1;0;20;2;0;1;0;0;1;4;19;6;2;2;8;2;14;10;26;29;1;22;2;2;1;24;2;0;0;0;1;0;2;8;0;1;0;2;1;0;0;3;4;2;0;4;3;1;1;8;44;22;1;16;0;1;2;19;4;0;0;2;2;0;1;5;38;21;2;7;6;1;2;11;47;8;0;6;21;9;13;42;81;22;5;35;2;2;20;74;15;2;1;4;20;3;16;37;10;3;0;4;1;0;0;2;11;3;2;2;14;3;10;22;7;1;2;3;1;0;3;3;1;1;0;0;1;0;0;1;16;3;0;3;1;0;1;3;16;4;2;2;7;3;8;12;23;30;3;22;2;2;0;30;1;1;0;0;2;0;3;8;3;0;0;2;0;0;0;3;4;2;0;3;2;2;2;5;39;25;0;13;2;1;2;19;5;0;0;1;1;0;0;7;45;18;1;10;4;0;2;8;43;7;1;5;21;6;11;41;74;23;9;35;4;3;22;55;23;3;0;2;17;4;16;44;10;1;0;2;2;0;1;1;12;0;1;2;17;2;8;28;6;3;0;3;1;0;2;3;0;0;0;0;1;0;2;0;18;3;0;4;2;0;1;4;23;5;2;3;9;1;7;8;25;28;0;15;2;3;0;26;1;1;0;0;3;0;1;7;0;1;0;3;1;0;0;2;4;1;1;2;3;2;3;9;43;19;3;17;1;1;0;18;5;0;0;3;0;0;2;5;33;25;2;7;3;0;2;14;46;6;1;3;22;14;11;42"
2,"90;30;12;39;9;3;12;39;15;2;0;5;14;4;24;47;9;1;0;1;0;0;3;0;15;3;1;3;16;4;20;24;13;2;0;5;0;0;2;0;0;0;0;0;1;0;1;1;14;4;0;4;0;0;0;4;16;2;2;1;14;2;9;10;21;14;0;17;2;5;5;20;1;1;0;0;2;0;5;12;1;0;0;2;0;0;1;0;4;1;0;1;3;0;1;12;35;20;0;8;6;3;3;16;0;0;0;1;4;1;4;6;63;23;2;8;2;1;4;12;28;6;0;1;26;7;12;39;77;40;9;40;8;1;12;52;15;2;1;4;17;2;23;51;4;4;1;1;0;2;3;2;10;3;4;2;15;4;21;36;11;4;1;4;0;0;2;1;0;0;0;0;0;0;0;2;17;3;0;4;0;0;0;1;21;1;0;2;21;0;7;11;29;9;1;18;2;4;5;23;1;0;0;2;2;0;4;13;2;1;0;1;0;0;0;0;2;1;0;0;1;0;0;7;29;20;1;12;4;1;1;14;1;1;0;0;5;0;3;5;55;22;1;7;2;3;6;15;26;6;1;1;27;6;11;31;83;42;7;40;8;0;12;44;13;3;1;5;13;3;23;48;5;3;1;2;0;0;2;4;16;3;1;1;13;3;24;30;10;1;2;2;0;0;2;2;0;0;0;0;0;0;0;0;17;4;2;5;0;0;0;3;19;0;0;1;16;2;8;11;23;9;0;25;3;4;4;24;1;1;0;0;3;1;6;16;2;2;0;0;0;0;0;1;2;1;0;2;4;1;2;6;31;21;1;9;2;3;3;11;1;0;0;0;7;0;0;8;58;24;3;10;2;2;3;15;19;8;0;2;22;10;10;36"
3,"59;20;9;34;9;3;10;59;22;2;3;0;21;0;21;42;7;3;0;3;0;0;0;3;17;4;1;3;11;1;20;22;9;1;0;2;0;0;1;3;1;0;0;0;1;0;2;1;13;4;1;1;0;0;0;6;34;4;0;2;17;2;8;11;22;10;3;16;0;1;4;19;2;0;1;0;4;1;2;10;1;3;0;2;1;0;0;3;3;2;0;1;0;0;4;5;30;9;2;9;3;1;2;7;1;0;0;0;3;1;1;5;55;20;0;12;8;5;1;19;56;14;1;5;41;4;16;40;59;18;9;24;4;1;9;59;23;1;1;1;18;0;20;43;6;1;0;3;0;0;1;2;14;1;0;3;17;3;24;24;7;1;0;1;0;0;1;2;3;0;0;0;1;0;0;1;19;6;0;1;0;0;1;2;34;3;2;2;20;1;10;14;20;13;1;16;2;0;2;22;0;0;2;0;3;0;2;11;2;2;0;1;0;0;0;5;2;2;0;2;0;0;4;4;30;13;1;9;2;1;2;7;2;0;0;0;4;1;3;1;68;27;2;15;4;5;1;13;60;14;3;5;45;6;19;22;62;15;15;30;7;3;5;56;17;2;1;2;17;1;22;39;9;1;0;2;1;0;0;5;20;4;1;3;17;1;20;22;10;1;0;1;1;0;1;1;2;0;0;0;1;0;1;1;15;5;1;0;0;0;0;4;31;3;1;1;15;1;11;19;17;12;1;14;3;0;3;20;0;0;1;0;2;1;1;7;1;5;0;0;1;1;0;3;1;1;0;2;0;0;3;5;28;9;2;12;2;1;3;13;4;0;1;0;3;0;1;5;75;23;0;9;7;2;1;13;65;12;1;7;42;5;17;29"
4,"78;36;14;45;11;1;20;52;19;3;2;4;12;0;38;47;5;3;1;1;0;1;1;8;18;5;1;3;11;2;11;21;11;1;1;4;1;0;2;2;1;0;0;0;0;0;0;2;9;2;0;2;1;0;1;1;18;3;1;1;15;2;10;8;13;17;0;17;1;3;3;20;2;0;0;0;4;1;3;15;0;0;1;1;0;1;0;4;3;2;0;1;0;1;0;6;46;26;1;11;1;2;2;9;0;0;0;0;1;0;2;8;51;18;1;9;6;3;2;14;24;6;2;6;24;5;15;37;58;30;10;49;10;1;16;98;18;3;3;2;15;1;30;95;10;2;0;3;0;0;2;4;12;3;1;0;10;3;10;16;14;0;0;3;0;2;1;0;0;0;0;1;1;0;0;2;14;1;1;3;0;0;2;2;16;2;0;1;17;1;7;6;12;18;0;20;0;2;6;16;2;0;0;0;1;1;2;15;0;0;1;0;0;0;0;2;2;3;0;0;1;0;0;5;41;28;1;9;2;3;1;13;2;0;0;0;0;0;2;4;37;18;0;10;4;3;2;15;24;11;2;4;19;5;13;30;74;26;12;52;6;3;17;66;14;6;2;3;14;1;34;69;12;3;0;4;0;0;3;8;17;4;1;1;7;3;10;15;7;0;0;3;0;0;1;1;1;0;0;0;0;0;0;3;11;2;3;3;0;2;1;3;18;2;0;1;14;0;7;9;12;14;0;20;3;2;4;25;3;0;0;0;1;1;2;12;0;1;0;0;0;1;1;1;0;3;0;0;1;1;2;9;42;25;2;9;3;1;0;12;3;0;0;1;0;0;3;5;46;22;2;9;6;2;3;9;34;5;1;6;20;8;16;31"
5,"78;15;11;36;3;0;18;50;18;4;3;2;14;7;16;41;9;1;0;2;0;0;1;6;12;3;0;2;8;1;20;20;15;1;0;0;2;0;1;4;1;0;0;0;1;0;3;1;13;3;1;3;0;0;1;3;22;3;0;4;11;2;4;8;17;12;2;20;2;2;1;18;6;2;0;0;1;1;2;8;2;1;1;0;0;0;0;1;1;1;0;0;1;4;5;8;32;16;2;6;3;0;3;16;1;0;1;0;5;0;0;4;80;16;1;10;4;3;3;24;50;12;2;3;27;8;14;51;62;23;10;43;4;2;10;82;18;3;2;3;11;1;17;56;7;0;1;1;1;0;0;4;9;0;2;0;6;1;24;29;5;2;0;1;1;0;1;0;0;0;1;0;0;0;0;0;14;3;0;3;0;0;0;3;14;3;0;1;14;2;7;11;20;14;4;26;3;1;4;30;1;1;0;1;1;1;0;8;3;0;0;1;0;0;0;1;1;0;0;1;1;1;2;9;39;14;0;15;2;1;0;15;4;1;0;0;5;0;2;6;71;20;2;13;3;0;3;23;57;9;0;5;16;10;9;26;66;22;10;30;6;2;14;70;12;4;4;3;14;3;20;51;6;1;0;1;1;1;2;0;12;1;1;3;5;2;22;20;9;2;1;1;2;0;3;1;0;0;1;0;2;0;3;1;16;2;0;2;1;0;0;2;14;1;0;4;8;3;5;11;19;14;1;27;3;2;1;22;2;0;0;0;0;2;1;12;3;0;0;2;0;0;1;3;1;1;0;1;2;1;4;11;38;15;2;9;2;3;1;11;3;1;0;0;1;0;2;7;73;22;1;14;6;2;1;23;57;11;1;3;21;9;9;36"
6,"60;8;13;32;10;3;13;47;14;2;0;2;8;4;26;37;9;2;0;4;1;0;0;5;11;4;3;2;19;0;19;37;8;2;0;0;3;0;2;2;4;0;0;0;2;0;1;1;19;0;1;6;0;0;1;3;19;4;1;3;23;2;15;11;19;15;2;20;3;0;3;22;4;1;1;0;0;1;6;9;4;2;0;5;1;0;0;2;2;1;0;2;5;2;2;8;41;20;4;6;4;1;2;8;2;0;0;1;4;1;2;1;45;25;1;6;4;1;1;11;58;12;1;6;24;19;6;37;52;8;12;30;7;1;13;63;11;4;1;2;9;0;20;46;8;1;0;5;1;0;1;5;10;0;4;1;21;3;21;24;12;2;0;0;1;0;2;2;1;1;0;0;3;0;0;0;18;5;1;3;0;0;1;4;25;2;0;2;30;2;14;8;20;16;1;36;2;1;2;19;2;1;1;0;1;1;1;13;2;2;0;2;0;0;0;0;0;1;0;2;4;3;3;9;41;33;1;9;2;4;0;12;3;1;0;0;5;1;0;4;53;21;1;13;3;2;2;5;49;13;2;6;28;13;4;25;55;8;10;37;9;2;16;57;13;2;1;3;9;2;22;45;7;2;1;4;1;0;0;5;8;2;3;2;24;2;19;31;8;2;1;4;1;0;2;0;2;0;0;0;3;0;0;1;18;1;1;1;0;1;1;3;25;6;0;3;22;2;12;10;26;12;1;28;1;0;1;20;3;1;1;0;3;2;3;5;1;4;0;6;1;0;0;3;0;2;2;1;4;2;0;7;37;27;2;4;5;2;1;12;1;1;0;0;5;0;0;3;49;23;1;11;4;1;1;10;52;15;2;7;24;16;7;29"
7,"70;6;9;33;8;1;19;37;9;1;1;3;19;2;21;31;0;1;1;5;0;0;0;11;10;2;0;8;16;4;15;20;14;3;0;2;1;0;1;1;5;0;0;0;0;0;0;2;10;3;3;4;1;0;1;2;30;9;0;4;23;6;10;15;21;15;5;23;4;3;3;19;3;0;0;0;2;0;2;13;0;5;0;5;0;0;1;0;1;1;0;2;4;1;3;12;55;22;1;11;1;2;3;8;1;0;0;1;2;0;2;5;35;28;4;12;4;2;3;13;32;16;1;10;22;17;8;42;69;13;7;31;6;0;15;36;10;0;0;1;19;2;27;30;0;1;0;9;1;0;1;8;11;0;0;4;11;2;17;29;15;4;0;3;0;0;1;0;3;1;0;0;1;0;1;2;10;2;7;1;1;0;1;2;29;7;0;4;17;7;9;22;22;15;4;26;4;1;6;21;3;0;0;0;1;0;2;13;0;3;0;5;0;0;0;3;0;1;0;1;5;1;2;12;50;19;1;14;2;5;2;9;1;0;0;1;4;0;3;9;37;24;2;15;2;3;5;10;37;20;0;8;26;16;6;32;67;11;9;29;9;0;18;39;14;0;0;1;20;2;25;28;1;0;0;7;1;0;2;8;11;2;0;6;13;2;17;26;15;4;0;4;0;0;1;0;3;0;0;0;1;0;0;3;10;3;6;2;0;0;1;2;28;7;0;4;19;8;12;22;22;15;2;22;2;2;5;18;3;0;0;0;1;0;5;11;0;3;0;8;0;1;1;2;0;1;0;1;4;2;2;13;49;20;1;12;3;5;2;11;2;0;0;0;4;0;1;10;33;26;2;12;3;2;4;11;35;17;0;10;29;13;7;31"
8,"70;16;20;23;3;2;11;25;14;1;0;5;11;3;15;10;6;1;2;1;1;0;2;5;14;2;2;0;19;4;27;21;18;3;3;0;0;0;0;1;2;0;0;0;4;2;0;2;11;2;2;3;3;0;2;2;36;3;0;3;15;1;12;16;29;22;2;13;3;4;4;19;3;1;0;0;0;2;2;8;5;3;0;1;0;1;0;1;3;7;0;0;3;2;1;15;50;31;2;20;1;0;2;8;1;0;0;1;2;3;1;5;45;27;2;16;6;1;2;8;28;16;1;7;34;15;11;42;43;19;12;22;3;1;7;23;7;0;1;3;15;2;21;14;2;0;3;2;0;0;1;2;14;3;1;1;22;4;47;15;7;0;0;2;1;0;0;0;1;1;0;0;5;0;0;3;16;1;2;0;0;0;0;1;33;3;1;1;38;1;21;11;24;28;4;20;3;1;2;14;3;1;0;3;2;0;1;3;3;1;0;1;1;1;0;1;4;1;0;1;5;0;1;2;48;47;0;22;1;0;0;6;1;1;0;0;2;0;2;2;77;37;2;8;4;1;1;8;53;17;1;5;34;9;17;28;52;17;13;19;4;4;10;23;5;1;1;1;15;2;16;10;7;0;2;3;0;0;1;1;15;2;1;2;20;4;46;22;10;2;0;2;2;0;2;0;0;1;0;0;3;2;1;0;13;2;2;1;0;0;1;2;37;3;1;1;28;2;14;13;27;25;1;24;3;2;1;13;2;0;0;3;2;2;2;5;4;0;0;1;0;1;0;3;5;1;0;1;6;1;2;4;50;44;1;16;2;2;0;8;0;2;0;0;3;0;1;3;77;33;2;13;3;0;3;7;41;18;0;2;28;11;12;37"
9,"57;6;14;33;10;2;14;28;13;0;2;0;16;3;15;27;5;1;2;1;0;0;2;2;14;2;1;3;21;2;21;24;15;5;0;2;0;0;1;0;2;0;0;0;4;1;0;1;14;5;2;2;2;0;0;5;33;1;1;1;22;3;17;17;30;21;2;24;0;3;0;14;3;1;0;0;5;2;3;8;2;4;0;2;1;1;1;2;0;2;1;1;1;5;0;7;41;17;1;12;1;3;4;8;3;0;0;0;1;0;1;3;47;24;1;8;5;2;2;11;51;19;0;8;51;12;15;30;36;9;12;31;9;2;12;32;6;0;0;2;12;1;22;22;4;0;1;1;0;0;1;1;14;3;2;2;21;1;22;30;10;2;0;0;1;0;0;0;0;1;0;0;5;1;0;1;16;7;1;3;2;1;0;4;41;1;1;0;30;1;17;9;29;19;1;26;1;1;1;12;1;1;0;0;1;3;3;9;0;6;0;2;0;0;0;2;2;0;1;0;1;2;2;10;49;23;2;7;2;1;3;9;3;0;0;0;2;1;2;1;79;25;0;10;4;4;1;5;66;17;0;5;53;8;14;26;41;7;11;33;9;2;14;31;10;0;0;1;11;1;20;25;8;0;1;3;0;0;0;2;12;2;2;2;17;3;26;28;5;3;1;1;2;0;0;0;2;0;0;0;4;0;1;1;23;7;0;0;4;0;0;4;37;1;2;1;30;2;17;8;28;17;1;30;1;2;0;9;2;0;0;0;0;4;3;5;2;2;0;2;0;0;0;1;3;0;2;1;3;2;2;7;51;21;4;6;3;0;2;10;2;0;0;0;4;1;1;1;69;23;0;10;4;4;3;4;64;20;0;6;51;11;12;30"
