0,"359;26;47;38;46;4;38;29;62;15;18;23;52;16;138;113;359;26;47;38;46;4;38;29;62;15;18;23;52;16;138;113;359;26;47;38;46;4;38;29;62;15;18;23;52;16;138;113"
1,"331;61;53;59;45;14;36;47;66;17;15;26;52;16;64;122;330;61;54;54;43;14;39;46;65;19;16;29;56;17;61;120;330;66;52;53;45;13;38;47;65;17;16;27;53;17;62;123"
2,"311;44;45;31;50;9;38;37;67;18;27;22;52;23;123;127;311;44;45;31;50;9;38;37;67;18;27;22;52;23;123;127;311;44;45;31;50;9;38;37;67;18;27;22;52;23;123;127"
3,"348;55;58;57;39;13;42;39;58;22;15;29;38;24;64;123;347;58;52;56;37;8;46;41;59;18;16;34;45;24;62;121;336;65;49;64;34;9;48;42;65;17;15;29;35;24;63;129"
4,"326;67;62;74;47;13;44;48;38;25;17;41;34;16;49;123;319;68;61;84;47;15;45;43;42;25;16;34;34;12;51;128;316;70;57;83;48;10;44;44;36;22;18;32;38;15;59;132"
5,"336;62;55;64;42;9;39;49;73;20;15;36;42;15;65;102;330;65;49;67;35;5;43;56;63;21;20;36;48;12;70;104;344;62;55;62;41;8;39;47;58;23;18;44;38;16;65;104"
6,"373;61;46;41;39;7;18;23;77;28;12;20;46;20;83;130;379;62;51;40;41;6;17;29;69;27;13;25;38;23;79;125;374;62;47;42;42;7;16;23;80;28;14;23;46;18;78;124"
7,"354;68;47;56;49;20;33;32;71;24;18;21;35;24;60;112;369;64;46;58;45;21;33;34;64;26;18;24;33;27;54;108;371;72;44;63;50;19;30;32;64;22;17;28;29;23;53;107"
8,"432;66;45;51;42;14;27;36;68;29;12;37;43;22;32;68;428;64;43;49;44;13;24;33;66;31;10;37;45;20;35;82;436;71;44;58;39;13;26;34;62;29;13;35;45;21;31;67"
9,"509;28;21;60;22;8;20;18;98;18;12;42;48;20;45;55;490;43;28;61;19;12;19;22;107;17;13;29;48;14;48;54;482;33;25;54;21;10;24;19;109;14;7;45;57;15;52;57"
10,"406;70;41;66;38;16;20;35;66;36;16;39;29;19;43;84;407;72;29;64;38;17;19;34;70;31;17;39;33;13;52;89;391;78;34;80;40;14;17;32;67;32;16;31;28;17;53;94"
11,"404;69;41;49;45;14;27;30;72;26;13;23;42;19;63;87;399;68;35;51;43;12;28;28;74;25;15;28;55;19;59;85;405;79;39;49;34;16;32;30;70;22;16;25;41;16;58;92"
12,"213;125;27;229;15;8;21;112;45;3;6;13;34;8;81;84;206;115;36;215;12;3;20;123;52;5;6;15;33;9;85;89;187;108;35;235;10;3;26;129;49;5;5;9;32;8;94;89"
13,"337;34;46;32;43;3;31;33;86;18;19;22;63;18;122;117;336;35;44;31;43;3;30;32;83;19;19;22;63;18;127;119;319;42;43;33;47;4;28;35;92;14;18;23;59;19;127;121"
