0,"360;52;65;50;55;18;31;42;66;24;23;35;43;16;47;97;366;49;66;47;55;20;31;42;67;25;22;33;40;17;45;99;343;47;68;52;55;18;32;40;72;25;22;35;41;16;49;109"
1,"405;52;56;39;51;16;37;30;74;19;28;15;39;18;63;82;408;52;56;39;51;16;36;30;74;19;27;15;38;18;63;82;405;52;56;39;51;16;36;30;73;19;27;15;37;18;68;82"
2,"259;29;61;35;37;3;52;33;65;13;26;27;62;13;141;168;260;22;55;33;40;5;49;28;69;13;29;24;62;11;157;167;277;27;54;31;40;4;45;27;68;12;28;21;63;15;151;161"
3,"399;45;49;42;53;8;26;22;86;27;20;22;52;17;66;90;397;52;46;43;55;6;23;30;97;27;21;20;52;12;56;87;386;47;41;53;56;6;22;23;97;26;18;25;54;17;62;91"
4,"423;51;49;35;46;9;35;31;65;20;23;26;55;18;60;78;415;54;51;31;44;6;37;32;57;21;29;29;55;17;64;82;393;53;50;41;42;6;38;34;60;17;23;29;52;17;82;87"
5,"377;44;58;45;66;11;28;36;70;19;23;38;40;23;51;95;367;41;55;55;66;11;24;39;72;17;23;42;41;21;53;97;377;46;54;48;69;12;28;34;73;17;24;37;41;21;49;94"
6,"508;63;33;39;48;8;13;16;84;20;11;35;38;18;32;58;477;67;35;41;46;11;18;20;90;18;14;30;44;14;35;64;481;66;31;47;42;9;19;14;79;20;12;41;43;16;39;65"
7,"490;53;45;30;40;6;30;18;83;26;15;25;53;17;40;53;472;61;41;36;37;5;32;20;85;27;16;28;48;18;43;55;447;55;46;46;32;3;33;22;89;22;13;25;47;19;52;73"
8,"455;55;40;41;35;7;23;18;90;14;16;32;62;18;46;72;481;58;40;34;43;6;19;18;81;14;18;33;47;17;42;73;469;57;40;38;39;7;23;15;90;13;17;28;55;17;43;73"
9,"521;117;43;46;21;6;17;30;55;27;9;13;25;10;31;53;532;112;44;39;21;4;20;26;50;31;8;18;22;11;28;58;526;121;43;47;23;4;16;26;52;30;9;16;23;11;27;50"
10,"554;87;32;45;30;6;19;23;53;18;13;23;30;11;35;45;572;85;37;43;35;7;16;27;56;19;10;22;24;11;19;41;564;90;32;44;29;8;14;30;57;19;11;24;25;11;27;39"
11,"405;56;53;46;35;8;42;29;78;21;23;18;40;15;58;97;427;51;58;36;35;9;41;34;84;18;24;15;43;17;45;87;416;51;55;42;35;9;39;32;89;17;23;16;44;15;49;92"
12,"373;43;47;33;49;3;34;31;95;23;28;28;55;21;65;96;367;42;47;27;49;4;38;27;98;23;29;25;58;20;69;101;368;43;48;27;49;4;39;29;97;22;28;25;58;20;68;99"
13,"370;52;53;38;36;10;46;36;74;17;28;24;46;24;65;105;372;49;57;43;45;13;41;39;67;24;27;31;36;21;56;103;374;51;53;47;34;9;40;43;68;18;23;23;40;23;78;100"
14,"425;84;50;43;26;10;34;34;50;10;14;19;37;10;90;88;422;78;45;44;21;8;40;33;40;11;16;19;40;12;97;98;433;82;44;49;28;7;35;30;41;11;16;20;36;10;90;92"
15,"524;84;33;30;32;7;12;17;91;29;9;18;38;15;48;37;540;77;29;26;31;5;13;11;99;27;9;16;35;18;39;49;556;84;31;21;30;7;13;13;91;22;12;16;35;16;36;41"
16,"336;66;64;55;33;12;61;47;45;12;15;23;32;12;91;120;355;61;52;65;38;13;49;38;45;16;14;23;37;10;94;114;316;66;52;76;31;8;52;41;52;17;17;20;36;15;96;129"
17,"427;75;37;51;33;6;31;30;71;12;12;23;47;15;82;72;446;75;41;49;36;4;36;28;57;20;15;28;36;14;66;73;448;73;37;49;33;3;35;30;70;12;17;22;44;14;62;75"
18,"553;95;19;35;23;6;20;14;74;21;14;16;34;7;43;50;574;88;22;28;23;5;22;15;61;23;10;20;33;7;45;48;554;100;22;30;22;2;23;16;69;22;13;20;28;8;42;53"
19,"610;95;15;20;20;5;17;7;72;16;9;9;25;11;48;45;613;100;18;22;19;5;17;8;60;18;9;10;34;8;41;42;632;88;17;20;21;5;17;7;61;17;9;5;28;11;39;47"
