0,"206;18;12;11;19;8;20;8;16;0;5;1;13;1;6;16;37;4;2;2;4;1;2;0;20;1;3;0;18;3;10;8;35;3;2;1;3;2;1;1;4;0;0;0;0;0;0;1;35;5;0;2;3;0;0;5;20;1;1;1;8;2;4;3;33;7;1;1;3;1;1;3;9;0;0;2;6;4;2;2;15;1;1;1;1;1;1;1;7;1;0;2;6;2;4;7;26;6;3;0;5;3;1;3;4;0;0;0;1;1;5;2;51;7;3;5;9;5;5;6;39;5;3;8;21;9;11;33;210;17;12;10;18;8;20;7;17;0;5;1;13;1;6;15;37;4;2;2;4;1;2;0;20;1;3;0;18;3;10;8;35;3;2;1;3;2;1;1;4;0;0;0;0;0;0;1;36;5;0;2;3;0;0;4;20;1;1;1;8;2;4;3;33;7;1;1;3;1;1;3;9;0;0;2;6;4;2;2;16;1;1;1;1;1;0;1;7;1;0;2;6;2;4;7;26;6;3;0;5;3;1;3;4;0;0;0;1;1;5;2;51;7;3;5;9;5;5;6;40;5;3;8;21;9;11;32;210;17;12;10;18;8;20;7;17;0;5;1;13;1;6;15;37;4;2;2;4;1;2;0;20;1;3;0;18;3;10;8;35;3;2;1;3;2;1;1;4;0;0;0;0;0;0;1;36;5;0;2;3;0;0;4;21;1;1;1;8;2;4;3;33;7;1;1;3;1;1;3;9;0;0;2;6;4;2;2;16;1;1;1;1;1;0;1;7;1;0;2;6;2;4;7;26;6;3;0;5;3;1;3;4;0;0;0;1;1;5;2;51;7;3;5;9;5;5;6;39;5;3;8;21;9;11;32"
1,"224;19;12;11;15;1;13;10;22;0;1;3;16;3;4;4;38;2;6;2;5;1;2;3;18;2;1;3;10;0;6;7;20;1;1;1;2;0;1;1;4;0;0;0;4;1;2;0;40;3;3;2;0;0;3;2;19;3;1;0;6;7;5;5;37;4;2;2;3;2;1;4;6;1;2;0;2;0;0;2;8;0;1;2;5;1;1;2;16;1;2;1;5;1;4;1;32;4;2;0;3;1;2;4;5;0;0;1;3;0;3;3;42;11;5;2;8;5;4;13;32;6;4;8;30;14;13;44;220;15;12;9;16;1;15;11;22;0;2;3;15;3;4;4;36;2;6;4;5;1;2;3;18;2;0;3;10;0;6;7;21;2;1;1;2;0;1;1;4;0;0;0;4;1;2;0;39;5;3;1;0;0;2;2;19;3;1;0;6;7;5;5;39;3;2;2;3;2;0;4;6;1;2;0;2;0;0;2;8;0;1;3;5;1;1;2;14;1;2;1;5;1;4;1;32;5;2;0;3;1;2;3;6;0;0;1;3;0;3;3;48;12;5;2;8;5;5;11;33;6;4;8;30;14;13;43;227;16;9;9;13;1;12;16;22;1;2;3;14;3;4;6;36;3;6;2;4;1;2;3;18;1;0;4;10;0;5;7;19;4;1;1;2;0;1;1;5;0;0;0;4;1;2;0;42;3;2;1;0;1;2;3;17;3;1;0;7;6;5;5;36;3;2;2;3;3;1;4;5;1;2;0;2;0;0;3;5;0;2;3;5;1;1;2;14;1;2;1;5;1;3;3;32;3;3;0;4;1;2;3;4;0;0;1;2;0;3;4;49;12;5;2;8;4;5;11;34;5;4;10;31;14;13;40"
2,"202;33;23;37;25;14;22;42;18;4;4;7;11;5;10;29;24;4;6;3;2;2;2;4;9;1;1;2;7;2;5;12;20;4;5;4;2;3;3;1;1;2;1;0;0;1;0;6;17;4;1;2;5;0;3;4;12;0;1;1;4;3;2;5;23;8;6;2;0;3;8;8;2;2;0;1;4;1;3;6;6;2;0;5;4;1;0;1;4;2;1;2;3;0;0;19;21;5;1;4;1;0;0;5;2;2;1;2;3;2;1;8;23;7;2;6;3;1;4;5;20;5;5;2;10;10;10;37;203;35;29;32;28;10;19;43;21;4;4;7;11;4;8;28;26;4;5;4;3;2;2;3;12;2;1;2;5;2;3;11;20;4;4;4;2;3;3;0;2;1;1;0;0;2;0;6;18;4;1;2;6;1;3;4;11;0;1;1;3;3;2;8;25;9;5;2;0;3;8;6;2;2;0;1;4;1;3;6;5;2;0;6;4;1;2;1;4;1;1;2;3;0;0;18;19;5;2;4;1;0;0;4;2;1;2;2;2;3;2;9;19;7;3;7;3;1;3;6;17;3;3;2;12;11;14;35;201;35;22;34;24;10;19;40;16;4;5;7;12;4;10;28;27;4;5;5;3;2;2;3;12;2;1;2;5;2;3;13;20;3;5;5;2;3;3;0;1;1;1;0;0;2;0;7;17;3;1;0;5;2;3;4;14;0;1;1;3;2;3;7;23;11;6;2;0;4;9;10;2;3;0;1;4;2;3;6;6;2;0;6;4;1;1;0;5;1;1;2;3;0;0;18;22;5;1;5;2;0;0;5;1;2;1;3;3;2;2;7;22;8;3;7;4;1;3;4;17;2;4;2;12;10;11;36"
3,"249;29;23;18;17;7;15;14;24;2;3;2;15;4;1;10;32;5;6;3;6;1;2;3;17;2;0;2;4;5;5;4;22;5;2;3;3;0;1;2;6;0;0;0;0;0;0;4;23;3;0;0;1;3;3;2;9;2;5;2;4;2;5;3;29;13;2;5;4;2;3;6;4;0;1;0;2;3;4;3;7;3;0;0;3;1;3;2;6;2;2;4;5;6;1;14;26;6;1;4;3;2;2;7;4;1;0;0;2;2;3;7;31;9;5;5;4;4;4;11;10;6;3;3;14;12;4;44;224;26;21;21;16;9;15;12;25;3;4;3;15;4;1;9;30;4;5;3;7;1;3;4;18;1;1;2;9;6;5;6;22;3;2;4;4;0;0;2;4;0;0;0;0;1;0;3;24;3;2;0;2;4;3;1;10;1;1;2;5;3;7;3;34;16;1;3;3;4;3;7;4;0;2;0;1;3;5;3;11;4;0;0;3;0;3;2;5;3;2;3;5;6;1;16;31;6;2;6;2;2;2;6;2;2;0;0;1;2;3;7;33;11;5;4;3;4;3;11;11;5;3;3;14;12;4;42;245;27;20;19;15;7;19;17;29;2;2;3;17;5;3;12;30;5;5;3;7;1;2;3;15;1;1;1;6;7;5;6;24;4;2;3;3;0;0;2;5;0;0;0;1;0;0;3;21;3;0;1;2;4;5;0;9;1;1;2;5;2;8;2;27;15;2;5;4;2;3;5;3;0;1;0;1;3;4;3;5;3;0;0;2;0;4;2;5;2;2;3;6;6;2;14;24;6;1;5;3;2;2;6;2;1;0;0;1;2;3;7;28;8;5;5;4;4;4;13;14;5;4;3;16;11;6;42"
4,"232;15;4;2;4;0;0;2;10;2;0;0;3;0;0;0;38;3;3;0;2;0;1;1;15;3;0;1;11;1;0;1;38;1;1;1;1;0;0;1;3;0;1;0;0;0;0;1;32;5;2;0;1;3;0;0;19;2;2;3;4;1;3;2;58;16;8;3;2;1;1;4;5;1;1;3;3;1;0;1;14;4;1;4;0;0;2;0;10;3;0;0;0;3;3;5;57;11;2;9;3;0;0;4;3;1;4;1;3;0;1;2;73;20;5;9;8;5;6;12;41;19;5;9;26;13;8;26;234;13;3;2;4;0;0;1;11;1;0;0;2;0;0;0;42;3;3;0;2;0;1;0;14;3;0;1;6;1;0;1;38;1;2;0;1;0;0;1;4;0;1;0;0;0;0;0;33;5;1;0;2;3;0;0;19;2;3;3;2;1;1;2;58;18;8;4;2;1;1;3;5;1;1;3;3;1;0;1;13;4;1;4;0;0;2;0;10;3;0;0;0;3;3;6;55;12;1;8;3;0;0;4;4;1;4;1;3;0;1;2;74;19;5;9;8;5;7;12;45;20;5;9;27;13;8;27;229;16;3;3;4;0;0;1;12;1;0;0;2;0;0;0;43;3;3;0;3;0;1;0;16;3;0;1;6;1;0;1;38;1;1;0;1;0;0;1;2;0;1;0;1;0;0;0;32;5;2;0;1;3;0;0;20;2;2;3;3;1;3;1;60;14;8;3;2;1;1;3;5;1;1;3;3;1;0;1;13;4;1;4;0;0;2;0;10;3;0;0;1;3;3;5;58;12;1;9;3;0;0;4;4;1;4;1;3;0;1;2;72;19;6;9;8;5;6;13;44;20;5;9;26;13;8;26"
5,"218;26;16;7;13;1;3;5;13;2;2;0;5;2;1;4;24;8;5;1;0;2;0;2;20;4;1;2;3;0;2;6;40;1;2;2;2;1;1;4;7;1;0;0;2;1;1;2;30;6;0;0;2;0;1;3;12;5;0;4;4;5;3;3;53;12;7;8;9;2;3;2;5;2;1;1;3;1;0;1;17;5;3;2;1;0;0;2;8;2;0;3;2;3;2;2;47;9;2;5;7;1;1;0;7;2;1;0;2;3;0;4;53;13;4;7;5;0;0;8;37;14;8;11;10;11;10;37;207;19;15;8;13;2;3;6;13;3;2;1;5;2;1;3;24;6;4;1;1;1;0;2;16;4;2;2;7;3;2;7;42;1;1;3;3;2;1;2;6;0;0;0;2;0;0;3;27;8;1;0;2;1;1;3;12;5;0;3;5;3;3;2;54;15;5;9;6;2;2;3;6;1;1;0;3;0;0;1;18;5;3;2;2;0;0;2;8;4;0;3;1;4;3;2;46;9;2;4;4;1;1;1;8;2;1;0;2;4;1;3;62;14;2;6;4;0;0;6;37;14;8;10;18;13;13;36;223;26;18;7;14;1;3;12;14;3;2;0;7;2;1;3;20;4;5;1;0;2;0;2;18;5;2;4;8;0;3;5;31;0;1;2;3;1;2;6;5;1;0;0;2;1;2;1;30;7;1;0;2;0;2;3;8;6;0;2;6;4;4;4;53;16;5;6;6;4;2;4;4;2;2;1;4;0;1;3;16;5;2;3;2;0;0;2;6;3;0;3;1;3;2;5;48;12;3;5;4;3;0;2;4;2;1;0;3;4;0;4;40;13;1;10;2;1;2;7;35;11;6;9;10;13;10;41"
6,"222;9;10;4;7;0;3;0;16;2;0;0;4;1;3;0;54;3;3;1;3;1;1;0;18;2;0;2;5;3;2;1;36;5;1;0;1;1;1;0;5;1;0;0;0;0;0;1;36;6;2;2;1;2;1;2;20;0;1;0;6;0;3;2;53;6;5;3;5;1;3;1;9;0;0;0;4;1;0;1;15;3;1;2;1;1;1;0;9;1;0;1;8;5;1;4;45;10;3;3;3;0;4;0;8;1;0;0;3;1;0;2;73;20;3;11;13;3;3;8;39;11;7;11;18;16;9;35;212;13;14;3;9;2;3;0;18;2;0;1;4;1;3;1;53;5;3;1;1;2;1;0;15;1;1;2;9;2;3;1;44;4;1;0;0;2;0;0;6;0;0;0;0;0;0;0;32;6;1;2;1;0;1;1;15;0;2;0;8;1;4;2;52;7;5;4;6;1;3;1;8;0;0;0;3;1;0;1;15;3;1;1;0;1;0;0;11;1;0;1;6;4;1;5;45;9;4;3;3;0;5;1;7;0;0;0;3;1;0;5;72;20;3;11;14;3;1;9;40;14;4;9;17;16;10;34;205;9;9;6;5;0;4;2;15;2;0;0;4;1;3;2;51;4;1;1;1;1;0;1;18;1;0;1;12;2;4;1;36;3;1;0;1;1;0;0;5;1;0;0;0;0;0;0;33;9;1;2;1;1;2;1;18;0;1;1;12;0;4;3;55;9;3;3;5;1;3;5;11;1;0;0;3;1;1;1;15;4;1;1;0;1;0;1;10;2;0;1;6;3;1;5;47;10;4;3;4;0;4;1;8;0;0;0;3;1;0;2;73;19;4;12;9;4;2;11;40;12;3;12;22;18;8;32"
7,"240;11;7;2;4;1;2;3;14;4;0;0;5;0;1;2;33;4;2;2;1;0;1;1;10;2;1;1;1;1;1;1;44;5;2;2;3;0;0;0;1;1;0;0;1;0;0;0;29;7;2;0;1;0;2;1;13;4;0;2;4;1;1;7;63;9;2;1;2;0;1;3;7;2;0;0;1;0;1;0;16;7;2;1;1;1;1;2;7;3;1;2;4;2;0;4;45;8;2;6;4;1;1;2;4;2;0;0;2;1;1;7;84;21;6;12;4;9;4;19;37;17;0;12;15;13;10;38;232;12;8;1;7;1;3;1;17;2;0;0;3;0;1;1;33;2;2;3;1;0;1;1;11;3;1;0;1;2;1;1;36;5;2;0;4;0;0;0;0;1;0;0;3;0;0;0;31;9;2;1;1;0;1;0;11;4;0;2;2;2;2;5;63;14;3;3;3;0;1;2;11;1;0;0;1;0;0;0;18;7;2;2;2;1;1;1;6;2;1;1;2;2;0;6;47;9;2;5;4;1;0;2;4;2;0;0;1;1;1;5;87;20;6;9;3;9;3;23;38;20;1;12;18;10;10;39;234;13;10;4;4;3;6;6;16;2;0;0;4;0;1;3;33;2;2;2;1;0;1;1;10;3;1;0;1;1;1;1;34;4;3;0;5;0;0;0;1;1;0;0;1;0;0;0;29;9;2;1;0;1;1;0;9;4;0;2;4;1;2;6;57;13;4;3;5;0;1;1;8;1;0;0;3;0;0;1;14;5;2;1;2;2;1;1;8;2;1;1;2;2;0;6;45;10;2;4;5;2;0;2;3;2;0;1;1;1;1;5;92;23;7;11;3;6;3;22;39;16;0;13;13;11;9;39"
8,"243;13;15;6;11;2;2;4;14;1;0;0;8;1;2;1;26;1;2;1;2;0;1;3;13;3;2;0;32;2;3;3;29;0;6;1;3;0;1;1;3;2;0;0;1;0;2;0;24;3;5;4;0;0;1;0;8;1;1;0;31;1;8;4;28;37;4;44;1;2;1;2;3;2;0;1;2;0;1;2;4;5;1;1;1;0;0;1;1;0;0;3;4;16;1;18;20;19;3;9;3;1;1;5;0;1;0;2;0;3;0;1;67;20;2;2;2;0;3;11;19;2;1;5;27;16;3;33;259;15;15;7;10;2;0;7;14;1;1;0;7;0;4;0;27;1;2;1;2;0;1;3;9;3;1;0;22;3;2;1;31;0;8;1;4;0;1;1;4;2;0;0;1;0;1;0;21;4;4;3;0;0;2;0;9;1;1;1;33;1;6;4;27;22;4;43;3;2;1;2;4;2;0;1;2;0;1;1;4;7;1;1;2;0;0;1;1;0;0;3;5;15;1;17;20;17;3;8;3;1;1;5;1;0;0;2;0;3;0;1;84;14;3;1;4;0;3;9;21;3;1;4;19;16;4;36;261;17;15;6;8;2;0;7;14;1;1;0;8;0;3;0;27;1;2;1;2;0;1;3;11;2;1;0;24;3;1;1;31;0;8;1;4;0;1;1;4;2;0;0;1;0;1;0;21;4;4;3;0;0;2;0;8;1;1;1;32;1;6;4;27;22;4;43;3;2;1;2;4;2;0;1;2;0;1;1;4;6;1;1;2;0;0;1;1;0;0;3;5;15;1;17;20;17;3;8;3;1;1;5;1;0;0;2;0;3;0;1;84;14;3;1;4;0;3;9;21;3;1;4;19;16;4;36"
9,"226;16;9;8;2;2;3;7;14;4;1;2;3;0;1;3;21;3;1;1;0;2;1;0;14;2;1;0;4;1;0;5;47;1;0;1;1;0;2;1;2;0;0;0;0;1;0;1;23;5;0;2;0;2;0;1;14;4;0;1;6;1;2;2;59;13;5;3;2;4;1;9;4;5;0;0;3;0;0;5;21;4;0;6;1;0;0;2;7;2;0;3;3;1;1;5;48;5;4;5;1;4;4;7;11;3;0;0;3;0;0;3;69;29;6;12;6;4;4;13;41;13;4;13;18;11;5;32;227;17;8;5;2;2;0;4;9;3;1;1;1;0;1;3;22;4;1;1;0;1;1;0;12;2;1;1;1;1;0;3;50;1;0;2;0;0;1;1;2;0;0;0;1;0;0;1;22;5;0;2;1;1;0;1;10;5;0;1;6;0;1;0;77;8;6;6;2;4;1;7;4;6;0;0;3;0;0;3;21;7;0;6;0;0;0;2;6;2;0;3;3;0;1;5;57;5;5;5;1;5;4;5;11;4;0;0;3;1;0;3;74;29;6;13;7;4;3;11;38;13;5;17;17;11;7;28;228;17;8;6;2;2;0;4;9;3;1;1;1;0;1;3;22;5;1;1;0;0;1;0;11;2;1;1;1;1;0;4;51;1;0;2;0;0;1;1;2;0;0;0;1;0;0;1;22;5;0;2;0;1;0;1;10;5;0;1;5;0;1;0;76;8;6;5;2;4;1;8;4;6;0;0;3;0;0;3;21;6;0;6;0;0;0;2;6;2;0;3;3;0;1;5;57;5;4;5;1;5;4;5;11;4;0;1;3;1;0;3;75;30;6;12;7;4;3;11;38;13;5;17;18;11;7;27"
