0,"314;44;49;43;47;15;38;34;77;18;27;21;55;19;95;128;315;45;51;43;47;16;37;34;77;17;26;21;57;19;93;126;306;44;52;46;45;15;39;34;75;18;27;23;52;19;97;132"
1,"278;35;58;35;38;14;59;42;58;14;24;23;50;18;135;143;282;34;53;29;42;11;50;41;64;16;21;20;56;21;141;143;290;44;55;37;35;12;61;41;48;14;19;25;48;18;131;146"
2,"329;45;56;51;42;12;48;33;69;18;23;27;41;16;89;125;329;47;54;46;42;11;47;33;71;17;23;29;41;17;93;124;331;41;48;47;42;11;38;30;70;20;24;30;45;16;108;123"
3,"380;38;43;39;37;10;35;30;89;21;15;29;62;20;80;96;359;36;41;48;40;10;34;35;93;21;16;27;64;21;81;98;368;36;42;43;38;11;35;29;91;23;14;26;63;20;80;105"
4,"429;76;42;41;30;14;28;28;70;20;12;42;40;14;58;80;430;76;39;34;33;11;24;30;72;19;12;38;40;14;67;85;418;78;40;46;27;13;27;28;74;22;9;42;44;15;61;80"
5,"387;53;38;32;48;9;30;20;92;28;17;30;58;27;78;77;374;52;40;35;45;8;30;20;96;31;17;30;58;21;81;86;383;54;37;37;41;8;32;19;89;29;16;33;59;23;80;84"
6,"277;43;39;32;52;6;42;25;75;18;28;19;63;22;152;131;277;41;33;37;51;3;43;26;76;21;26;18;69;19;149;135;268;43;35;36;48;4;40;23;77;19;26;17;64;17;163;144"
7,"332;44;52;36;55;8;37;30;80;18;21;37;57;21;85;111;343;46;50;37;56;9;35;30;77;21;16;38;55;20;76;115;321;44;49;38;56;7;32;32;85;20;19;32;64;22;94;109"
8,"312;37;35;36;41;10;18;75;161;14;14;48;68;18;46;91;311;32;35;35;38;12;21;72;159;12;13;54;72;17;48;93;317;36;32;44;40;13;20;78;160;12;14;52;66;13;39;88"
9,"461;40;29;38;34;15;31;28;81;22;24;36;48;16;46;75;444;46;28;41;35;15;31;30;82;23;26;38;45;15;46;79;437;47;30;42;32;12;30;27;78;25;23;38;47;20;60;76"
10,"407;59;45;38;40;13;33;30;81;29;21;24;46;22;53;83;396;61;44;45;40;15;29;29;79;25;23;20;45;19;64;90;422;58;38;39;39;14;27;28;73;30;21;28;45;20;56;86"
11,"461;71;33;52;28;7;30;22;54;23;12;32;45;21;57;76;462;72;32;59;26;11;25;20;61;17;9;28;37;22;68;75;446;70;32;57;23;5;31;19;69;18;5;27;48;21;67;86"
12,"380;54;49;57;46;16;31;33;79;33;14;29;38;21;48;96;379;55;47;52;47;18;27;32;84;29;15;37;36;21;46;99;373;56;47;55;45;16;25;40;83;31;16;33;39;18;48;99"
13,"369;48;46;56;36;13;43;32;62;30;17;30;45;19;67;111;369;48;46;56;36;13;43;32;62;30;17;30;45;19;67;111;369;49;48;56;35;13;43;31;63;29;17;28;46;20;68;109"
14,"458;107;54;55;27;13;29;28;37;21;10;21;19;13;43;89;459;107;53;55;27;13;29;28;37;20;10;21;18;13;44;90;459;107;53;55;27;13;30;28;37;20;10;21;18;13;43;90"
15,"369;63;56;69;41;22;32;40;50;23;12;31;35;18;61;102;372;66;54;65;42;20;32;41;46;22;16;34;39;19;52;104;377;72;52;75;40;21;29;40;46;23;14;33;33;17;54;98"
