0,"381;57;35;31;36;7;44;30;61;12;18;28;41;16;116;111;373;55;35;36;31;6;46;29;65;11;21;28;51;16;106;115;379;54;37;40;28;6;47;32;62;13;21;27;43;14;105;116"
1,"393;54;37;39;43;7;40;23;69;19;19;49;48;27;58;99;403;61;43;37;49;12;31;28;62;17;21;54;42;21;47;96;404;57;36;39;49;8;31;21;74;23;20;46;41;22;53;100"
2,"366;72;40;50;39;9;30;31;79;23;13;37;43;17;69;106;378;81;43;56;41;9;25;42;78;22;17;36;41;19;45;91;384;70;46;47;44;10;31;32;80;22;16;45;39;19;41;98"
3,"358;42;50;42;47;10;34;34;65;24;21;27;39;19;99;113;358;42;50;42;47;8;33;36;66;21;23;25;44;20;97;112;364;41;51;46;49;11;33;40;67;23;22;23;36;20;89;109"
4,"379;62;45;49;39;23;27;30;78;27;20;30;46;23;61;85;350;63;45;46;41;20;30;31;96;26;22;32;50;24;60;88;377;65;38;40;36;21;27;29;77;25;23;38;47;25;69;87"
5,"393;43;55;36;44;5;31;26;89;19;12;30;50;16;70;105;377;44;51;37;41;7;32;26;89;21;18;34;53;15;70;109;396;42;55;33;39;9;27;27;93;23;12;31;56;15;66;100"
6,"412;81;44;57;44;15;40;31;48;31;10;35;24;24;43;85;414;78;45;56;43;14;43;30;50;27;9;31;27;20;47;90;414;76;41;65;42;15;38;33;48;32;12;33;24;24;43;84"
7,"441;86;31;37;45;8;15;24;89;22;13;42;35;18;46;72;467;78;34;33;39;11;13;26;90;27;12;39;35;19;34;67;471;81;36;30;45;10;14;23;86;26;13;39;35;20;26;69"
8,"362;52;39;48;41;13;37;28;64;23;18;36;53;22;75;113;357;54;40;43;44;12;41;25;67;26;17;33;51;23;77;114;360;49;44;44;37;9;48;33;58;23;18;32;50;29;75;115"
9,"370;56;38;36;35;13;31;25;71;28;23;40;57;24;81;96;394;59;33;27;37;10;28;17;64;29;17;39;61;21;90;98;364;54;33;35;33;8;32;24;71;30;20;34;67;22;96;101"
10,"425;41;43;37;39;15;31;24;84;22;21;37;40;21;56;88;424;40;44;37;38;13;30;23;85;20;20;38;40;21;62;89;428;43;43;39;39;13;30;23;85;21;20;38;42;21;55;84"
11,"201;85;23;74;19;5;14;32;47;13;6;17;321;9;97;61;185;87;18;84;20;3;11;27;63;16;8;20;319;7;94;62;195;105;23;101;19;4;12;35;52;14;6;14;301;7;88;48"
12,"253;123;21;49;17;3;23;47;44;12;9;6;41;7;193;176;253;135;21;43;12;3;25;42;40;11;6;8;39;7;207;172;256;127;18;49;15;4;31;34;35;12;6;12;40;7;206;172"
13,"578;123;27;22;21;9;12;17;65;26;6;15;17;11;33;42;582;128;27;23;23;11;14;21;61;25;5;15;16;10;26;37;609;124;21;25;22;7;11;20;56;24;6;14;14;9;28;34"
14,"284;58;42;43;42;6;43;29;63;11;19;30;55;15;134;150;280;52;43;47;44;8;45;21;67;13;25;32;60;16;126;145;267;48;51;44;49;10;49;28;58;16;21;36;57;15;120;155"
15,"430;106;35;38;29;14;22;23;54;18;10;21;34;16;76;98;432;114;36;37;31;14;23;24;47;18;10;24;34;15;65;100;429;111;37;35;31;14;21;23;45;20;10;24;35;16;73;100"
16,"440;86;35;44;17;10;37;37;50;26;10;19;30;10;64;109;436;92;37;49;16;10;38;38;50;25;8;18;30;10;60;107;448;89;35;43;17;10;37;36;50;26;9;18;30;10;59;107"
17,"601;57;15;20;23;6;12;9;100;18;12;27;36;10;26;52;618;57;19;13;25;6;10;8;115;23;9;28;29;13;14;37;620;61;14;10;22;7;11;9;113;19;11;30;37;9;13;38"
18,"419;84;35;45;32;7;26;25;89;28;10;14;47;19;70;74;450;82;30;35;35;8;21;23;80;31;10;19;45;17;66;72;462;85;34;37;36;6;19;21;79;30;9;13;42;21;68;62"
19,"454;157;45;85;26;10;26;39;28;18;7;12;10;13;27;67;456;174;45;85;25;14;22;37;28;19;4;16;6;13;23;57;449;170;43;89;29;14;23;35;29;16;8;10;10;11;26;62"
20,"490;131;32;62;24;12;20;35;40;23;8;20;20;11;26;70;513;141;32;69;22;14;17;38;37;22;7;19;14;9;16;54;512;139;35;65;22;13;17;38;36;25;8;19;14;9;16;56"
21,"592;81;18;36;23;6;9;5;98;29;11;13;26;19;17;41;626;79;15;23;24;6;6;5;95;29;11;6;28;18;15;38;625;78;16;24;24;4;6;5;100;30;10;6;25;19;14;38"
22,"600;85;25;29;17;10;19;16;51;15;8;21;24;15;31;58;610;89;22;20;19;9;18;15;60;14;8;20;24;14;27;55;628;89;23;28;17;9;13;19;43;17;7;21;20;13;26;51"
23,"519;143;29;56;26;13;23;16;39;15;6;31;13;11;30;54;527;152;33;60;26;13;20;21;33;13;2;29;13;9;26;47;527;163;32;67;24;15;20;19;29;11;5;27;8;9;22;46"
24,"153;60;17;326;24;5;10;143;153;10;2;37;32;3;8;41;141;55;16;344;18;6;8;165;144;10;1;40;26;2;3;45;166;34;19;314;21;7;8;150;130;12;1;73;25;1;7;56"
25,"289;138;16;26;15;7;21;23;41;14;9;9;42;11;208;155;285;136;14;29;16;5;20;21;48;11;10;11;38;10;206;164;285;133;16;31;15;5;22;20;47;14;8;12;47;8;199;162"
26,"261;66;26;33;12;11;33;68;43;14;10;11;14;9;109;304;260;65;23;31;16;13;32;65;50;19;13;9;18;10;102;298;266;65;19;22;17;16;23;56;67;19;14;9;22;8;107;294"
27,"371;65;49;43;36;7;32;29;73;24;10;33;64;19;74;95;387;75;45;57;36;8;27;27;77;17;7;35;53;18;68;87;379;82;48;62;35;8;30;29;78;19;9;29;54;15;54;93"
28,"230;137;19;26;21;11;24;14;33;37;9;12;47;19;219;166;234;144;21;26;17;12;24;17;34;32;8;8;49;19;210;169;230;160;23;27;19;12;32;18;31;31;7;10;39;19;193;173"
29,"332;74;35;64;24;15;26;117;50;18;20;28;22;12;55;132;354;87;39;59;22;15;20;107;54;17;14;24;27;13;57;115;390;84;28;45;26;14;15;78;81;28;21;22;33;11;50;98"
30,"398;87;34;42;38;7;37;30;50;27;18;21;46;26;63;100;405;84;36;46;34;7;38;31;46;27;18;22;47;26;61;96;400;88;41;43;37;5;34;30;50;24;20;22;43;24;61;102"
31,"378;105;35;37;22;10;36;26;36;13;16;14;40;8;130;118;381;116;33;42;22;10;38;25;39;15;14;10;31;10;123;115;390;118;32;35;19;10;39;26;34;14;17;13;29;11;127;110"
32,"366;65;47;39;30;6;39;40;65;17;20;15;51;17;95;112;377;69;50;33;34;6;41;37;63;13;18;17;52;17;88;109;389;71;43;36;31;8;35;36;58;15;19;19;45;15;98;106"
33,"175;27;30;23;32;1;51;25;38;13;30;13;58;12;308;188;146;21;28;21;30;3;53;19;37;11;33;13;53;13;331;212;143;18;30;23;30;1;52;19;32;11;29;12;57;12;342;213"
34,"302;61;38;22;30;8;56;23;54;15;21;21;59;16;169;129;312;73;38;18;29;7;54;21;51;14;21;18;55;17;169;127;293;58;29;29;35;7;49;25;59;13;23;18;62;16;173;135"
35,"377;102;36;68;26;14;32;35;47;9;10;23;32;10;95;108;385;98;41;61;26;11;28;44;48;13;13;16;37;8;93;102;391;100;34;66;26;12;30;38;45;19;11;19;39;4;93;97"
36,"469;94;27;24;29;8;17;21;63;18;14;15;52;12;82;79;498;90;25;21;24;10;19;22;70;20;14;15;56;11;59;70;497;92;23;21;23;7;18;24;68;17;13;15;52;13;72;69"
37,"216;166;35;50;30;5;28;19;61;18;10;28;71;14;169;104;202;168;36;46;28;7;26;18;56;22;12;24;90;15;180;94;232;157;37;51;31;6;24;20;53;24;10;27;83;18;154;97"
38,"278;140;8;26;19;2;15;22;39;13;12;11;47;12;199;181;277;139;12;31;19;2;15;24;33;15;13;7;43;11;200;183;289;126;11;27;19;3;12;19;36;16;13;10;55;8;200;180"
39,"182;77;11;95;43;5;20;81;96;14;10;33;81;9;114;153;185;79;15;86;33;7;19;79;101;14;8;33;104;8;114;139;185;88;13;106;40;8;21;77;87;13;10;40;89;7;103;137"
40,"301;67;51;33;37;7;46;30;65;18;21;28;46;26;109;139;289;68;53;44;32;9;50;33;66;20;21;25;42;27;106;139;289;68;44;36;36;5;46;31;72;20;20;28;49;28;116;136"
41,"268;97;59;131;29;19;55;79;36;7;16;37;24;14;42;111;260;101;64;125;28;20;58;91;31;5;14;41;28;17;39;102;258;102;64;134;37;21;47;97;33;3;17;42;20;14;33;102"
42,"266;51;15;54;35;6;16;44;185;17;9;38;143;8;50;87;273;50;17;57;33;6;16;41;199;23;11;35;132;10;40;81;279;52;15;57;30;8;15;41;197;21;9;33;129;10;48;80"
43,"332;93;21;35;32;6;18;29;111;25;4;31;66;16;58;147;326;91;22;46;27;4;16;33;130;20;7;21;65;14;58;144;315;102;18;62;23;3;14;43;112;19;6;19;66;17;63;142"
44,"171;51;18;76;58;4;21;85;77;13;15;55;66;8;123;183;162;51;18;64;55;5;24;80;70;12;17;55;68;6;138;199;164;53;15;63;59;4;20;85;72;13;16;53;70;5;139;193"
45,"172;38;25;36;18;6;43;57;41;9;8;12;60;15;228;256;180;40;25;30;20;5;42;49;40;12;11;11;64;17;223;255;184;39;33;31;20;4;42;58;43;10;7;9;66;17;215;246"
46,"204;29;9;42;22;4;19;44;275;21;10;14;131;14;85;101;209;29;6;38;27;3;15;47;283;20;11;15;124;16;81;100;200;29;9;41;26;3;24;46;261;20;11;16;137;17;78;106"
47,"240;78;23;46;34;12;21;73;53;10;19;27;78;7;113;190;252;85;21;44;30;11;22;72;49;12;17;36;77;8;96;192;262;82;22;42;30;12;22;74;62;13;14;29;76;10;94;180"
48,"215;75;17;100;29;8;9;67;85;25;7;30;147;6;86;118;213;78;14;91;32;11;9;64;91;24;7;29;149;8;90;114;211;75;12;96;27;10;10;62;96;22;6;27;149;7;100;114"
49,"150;84;15;127;15;3;25;77;109;16;3;22;105;13;116;144;148;86;16;115;12;1;27;76;115;15;5;25;104;16;117;146;158;91;15;101;11;2;33;71;116;13;3;31;106;15;108;150"
50,"183;55;16;241;15;4;17;102;155;4;3;28;79;1;58;63;170;55;15;240;12;2;14;108;169;8;4;30;82;2;63;50;167;62;10;258;15;4;17;108;142;12;6;35;74;4;44;66"
51,"285;141;20;28;19;2;17;20;33;9;4;13;35;18;213;167;289;139;17;33;17;3;18;19;32;11;4;11;37;18;215;161;292;133;16;30;12;3;20;18;38;11;6;10;41;19;220;155"
52,"348;168;24;30;18;9;27;27;25;12;7;10;21;13;128;157;351;156;19;38;17;6;20;21;24;17;8;9;20;10;143;165;343;148;27;28;19;10;23;22;24;14;4;11;32;7;134;178"
53,"291;210;19;31;14;11;20;22;40;18;10;15;36;17;137;133;312;194;23;29;16;12;20;24;42;21;8;11;33;20;134;125;301;200;26;34;19;9;19;25;40;20;9;12;31;22;134;123"
54,"290;222;28;40;20;7;19;21;36;19;8;11;29;9;145;120;293;213;28;34;22;9;19;23;32;16;7;9;34;9;155;121;296;219;27;32;20;6;20;32;33;14;6;8;28;7;159;117"
55,"224;176;28;27;19;3;20;22;35;19;10;9;26;14;230;162;203;170;35;26;18;3;22;21;38;15;7;7;23;15;253;168;202;165;37;29;23;4;24;19;40;16;9;9;23;17;239;168"
56,"244;164;27;22;13;4;26;20;41;18;6;16;52;7;243;121;233;163;27;26;9;1;28;18;37;17;8;13;54;11;249;130;242;151;30;21;9;2;28;18;38;21;8;12;60;7;248;129"
57,"291;155;16;41;22;4;38;20;35;19;15;13;52;19;161;123;278;162;20;40;26;5;32;23;40;16;13;12;47;18;172;120;282;149;22;38;27;6;37;25;34;20;13;16;48;18;163;126"
58,"234;86;37;97;26;7;37;46;67;13;15;19;96;12;138;94;233;94;40;99;34;4;31;48;71;11;14;17;93;13;129;93;223;88;41;93;33;7;31;53;75;11;19;17;89;17;127;100"
59,"280;117;28;54;16;2;18;45;106;16;11;20;75;9;111;116;274;114;27;49;16;4;19;43;108;18;12;22;77;9;110;122;276;124;26;46;18;1;15;43;109;19;15;18;76;9;109;120"
60,"285;119;23;36;12;6;20;38;33;17;14;7;39;11;195;169;261;111;25;33;13;6;24;34;32;16;15;11;36;13;205;189;249;114;30;31;13;5;28;42;43;12;16;10;37;14;198;182"
61,"336;144;24;22;17;6;28;25;43;16;7;14;36;10;159;137;357;136;25;23;17;9;21;21;44;18;11;11;40;12;151;128;347;135;22;22;17;7;22;29;47;17;9;11;40;14;156;129"
62,"346;182;8;18;6;5;17;16;37;7;5;7;28;11;144;187;350;188;9;16;8;6;14;14;34;9;9;8;31;11;133;184;347;192;9;21;7;5;15;13;39;9;7;6;31;12;126;185"
63,"320;103;24;31;15;5;24;24;35;19;10;10;36;16;177;175;346;103;24;25;16;6;21;21;42;15;9;8;27;17;176;168;282;77;18;24;14;5;30;23;42;12;14;6;44;16;221;196"
64,"262;125;19;65;14;3;18;64;71;14;4;20;61;7;148;129;264;143;15;58;7;4;19;61;94;9;2;8;69;9;147;115;254;142;15;60;14;2;25;67;61;15;2;16;50;10;139;152"
65,"376;94;33;42;30;3;36;25;45;25;21;31;42;12;112;97;360;99;37;40;29;4;41;27;50;25;21;33;40;14;108;96;363;94;35;42;36;7;36;25;48;24;25;32;44;14;105;94"
66,"382;114;35;51;33;10;34;27;69;20;14;17;42;12;78;86;397;113;33;46;33;8;33;21;67;17;14;19;37;13;81;92;404;112;32;48;37;8;33;22;61;21;14;17;39;13;78;85"
67,"213;143;32;10;18;4;23;11;44;20;17;9;63;17;270;130;214;136;32;13;17;5;21;13;40;21;18;11;52;18;284;129;215;142;34;14;17;5;23;12;39;23;17;11;54;17;276;125"
