0,"436;57;52;56;40;11;33;25;62;17;19;26;44;13;48;85;456;56;59;47;45;10;35;26;57;16;19;25;35;14;35;89;446;57;60;42;43;13;34;24;58;18;20;30;39;14;42;84"
1,"474;59;36;50;34;10;24;21;64;12;20;27;41;14;60;78;464;57;34;51;32;10;25;20;66;16;20;27;42;14;67;79;467;61;37;58;34;11;24;23;56;13;19;29;38;14;61;79"
2,"378;33;58;40;53;8;32;29;77;17;18;41;64;11;76;89;360;31;61;52;49;7;32;36;72;15;21;40;62;13;77;96;368;32;61;53;49;8;35;34;67;16;19;44;66;10;70;92"
3,"298;48;46;55;35;10;47;35;62;20;12;23;54;12;126;141;282;43;51;58;37;6;49;49;66;21;15;24;40;13;123;147;288;47;51;59;37;6;50;46;60;19;13;24;45;12;124;143"
4,"579;44;34;41;16;4;27;15;74;9;7;8;37;11;66;52;591;38;32;41;19;5;33;10;58;10;9;10;40;12;58;58;574;48;31;41;15;4;31;12;71;10;9;11;40;13;58;56"
5,"458;35;43;42;29;4;28;27;97;7;16;27;37;17;76;81;484;38;40;42;26;4;30;23;86;9;14;28;42;17;61;80;494;37;42;32;26;3;29;27;82;8;14;27;41;16;71;75"
6,"450;48;31;38;35;7;29;29;98;13;17;28;60;9;65;67;442;52;33;44;32;8;27;30;91;12;16;33;57;8;61;78;452;50;35;40;39;8;25;27;93;11;16;34;57;8;56;73"
7,"432;53;50;48;52;9;16;24;89;13;15;23;39;16;63;82;432;52;44;53;48;9;18;22;87;13;14;25;42;14;69;82;422;55;48;54;47;10;17;27;93;11;13;23;43;16;64;81"
8,"477;64;39;23;52;15;16;13;66;14;25;46;38;19;44;73;480;59;32;34;51;14;17;18;66;17;22;49;40;21;36;68;428;54;33;34;49;13;17;14;105;19;22;45;40;17;51;83"
9,"546;100;35;30;32;6;32;17;36;22;14;19;16;16;43;60;540;107;34;21;32;6;32;17;38;19;19;22;23;12;40;62;538;117;34;29;29;7;34;17;39;17;16;17;19;14;40;57"
10,"483;87;42;43;29;5;28;23;78;16;9;21;29;11;50;70;473;84;45;44;31;4;28;25;84;14;9;21;28;11;52;71;480;89;40;46;30;4;28;24;80;14;10;22;27;11;49;70"
11,"223;36;40;50;32;4;22;38;279;15;14;17;88;18;63;85;235;36;33;39;28;5;21;28;285;16;16;18;89;14;74;87;223;36;37;49;25;6;24;43;276;14;17;12;86;13;71;92"
12,"383;49;58;47;41;8;36;23;97;24;11;22;61;19;65;80;382;52;54;48;44;6;31;22;98;25;13;21;61;19;72;76;385;50;54;52;44;5;33;24;94;24;15;20;58;19;69;78"
13,"282;63;27;150;49;7;23;53;56;19;10;45;80;16;44;100;290;57;28;160;51;6;23;58;53;16;10;50;80;15;36;91;277;61;29;163;50;3;22;55;65;24;9;47;81;18;37;83"
14,"348;64;45;40;17;7;44;29;62;10;10;16;47;12;154;119;360;55;53;33;12;6;50;27;60;12;10;16;45;16;150;119;358;60;53;37;13;7;46;32;56;9;8;16;39;15;156;119"
15,"556;93;19;42;26;3;14;5;92;28;6;25;36;10;34;35;580;105;18;28;25;3;14;4;87;28;6;22;34;8;32;30;590;106;18;30;24;3;13;4;88;29;4;21;32;8;26;28"
16,"460;48;27;47;17;3;41;23;55;19;15;16;47;18;97;91;455;46;37;40;15;2;49;22;60;19;9;21;52;19;83;95;469;43;37;32;12;4;48;21;52;19;9;24;47;16;85;106"
